,Planned_Duration,Planned_Cost,Planned_Deliverables,Actual_Duration,Actual_Cost,Actual_Deliverables,Projet IT,Projet Marketing,Phase 1,Phase 2,Phase 3,Phase 4,Phase A,Phase B,Phase C,Phase D,Phase E,Phase F,Start_Month_cos,Start_Month_sin
240,14,10500,30,4,10000,28,1,0,0,0,0,0,0,0,1,0,0,0,0.5000000000000001,-0.8660254037844386
241,125,2800,14,144,14300,12,1,0,0,0,0,0,0,0,0,1,0,0,0.8660254037844384,-0.5000000000000004
242,95,46000,20,124,43800,17,1,0,0,0,0,0,0,0,0,0,1,0,0.8660254037844387,0.49999999999999994
243,134,1400,14,112,1300,13,1,0,0,0,0,0,0,0,0,0,0,1,-0.8660254037844387,0.49999999999999994
244,92,200,30,162,300,26,1,0,0,0,0,0,1,0,0,0,0,0,-0.4999999999999998,0.8660254037844387
245,75,5400,30,103,7000,26,1,0,0,0,0,0,0,1,0,0,0,0,-1.8369701987210297e-16,-1.0
246,96,7000,7,59,8300,7,1,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0
247,108,1900,7,146,17500,6,1,0,0,0,0,0,0,0,0,1,0,0,0.5000000000000001,0.8660254037844386
248,77,61000,15,60,57300,14,1,0,0,0,0,0,0,0,0,0,1,0,-0.8660254037844388,-0.4999999999999997
249,57,900,22,79,1200,20,1,0,0,0,0,0,0,0,0,0,0,1,-0.8660254037844388,-0.4999999999999997
250,135,50000,14,56,47200,13,0,1,1,0,0,0,0,0,0,0,0,0,6.123233995736766e-17,1.0
251,48,100000,26,84,88100,22,0,1,0,1,0,0,0,0,0,0,0,0,-0.4999999999999998,0.8660254037844387
252,171,150000,23,135,145100,20,0,1,0,0,1,0,0,0,0,0,0,0,-0.8660254037844388,-0.4999999999999997
253,47,450000,6,74,389500,5,0,1,0,0,0,1,0,0,0,0,0,0,1.0,0.0
254,193,400,32,151,500,30,1,0,0,0,0,0,1,0,0,0,0,0,-0.4999999999999998,0.8660254037844387
255,113,8100,24,196,9800,22,1,0,0,0,0,0,0,1,0,0,0,0,-0.4999999999999998,0.8660254037844387
256,86,10500,21,80,12900,18,1,0,0,0,0,0,0,0,1,0,0,0,-0.8660254037844387,0.49999999999999994
257,75,2800,9,64,14300,9,1,0,0,0,0,0,0,0,0,1,0,0,-0.8660254037844388,-0.4999999999999997
258,178,66000,31,65,27500,28,1,0,0,0,0,0,0,0,0,0,1,0,-1.8369701987210297e-16,-1.0
259,3,1400,3,5,1800,3,1,0,0,0,0,0,0,0,0,0,0,1,0.8660254037844384,-0.5000000000000004
260,20,200,19,17,300,17,1,0,0,0,0,0,1,0,0,0,0,0,0.5000000000000001,0.8660254037844386
261,149,5400,10,170,6100,9,1,0,0,0,0,0,0,1,0,0,0,0,-0.8660254037844388,-0.4999999999999997
262,103,7000,23,123,7300,20,1,0,0,0,0,0,0,0,1,0,0,0,0.8660254037844387,0.49999999999999994
263,4,1900,18,9,15900,19,1,0,0,0,0,0,0,0,0,1,0,0,0.5000000000000001,0.8660254037844386
264,152,123000,16,95,31500,14,1,0,0,0,0,0,0,0,0,0,1,0,-0.8660254037844387,0.49999999999999994
265,109,900,12,97,1000,10,1,0,0,0,0,0,0,0,0,0,0,1,-0.5000000000000004,-0.8660254037844384
266,54,50000,8,44,50100,8,0,1,1,0,0,0,0,0,0,0,0,0,0.8660254037844387,0.49999999999999994
267,66,100000,3,57,105000,3,0,1,0,1,0,0,0,0,0,0,0,0,-1.0,1.2246467991473532e-16
268,63,150000,25,144,160400,23,0,1,0,0,1,0,0,0,0,0,0,0,0.8660254037844384,-0.5000000000000004
269,176,450000,26,74,506700,23,0,1,0,0,0,1,0,0,0,0,0,0,-0.4999999999999998,0.8660254037844387
270,127,400,22,86,400,20,1,0,0,0,0,0,1,0,0,0,0,0,-0.4999999999999998,0.8660254037844387
271,52,8100,8,73,9500,8,1,0,0,0,0,0,0,1,0,0,0,0,-1.0,1.2246467991473532e-16
272,37,10500,4,11,12700,3,1,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0
273,52,2800,13,73,22500,11,1,0,0,0,0,0,0,0,0,1,0,0,-0.4999999999999998,0.8660254037844387
274,53,40000,7,19,48100,6,1,0,0,0,0,0,0,0,0,0,1,0,-1.0,1.2246467991473532e-16
275,89,1400,16,102,1600,16,1,0,0,0,0,0,0,0,0,0,0,1,-0.8660254037844388,-0.4999999999999997
276,165,50000,13,87,52100,12,0,1,1,0,0,0,0,0,0,0,0,0,0.5000000000000001,0.8660254037844386
277,125,100000,21,132,105700,19,0,1,0,1,0,0,0,0,0,0,0,0,6.123233995736766e-17,1.0
278,132,150000,21,54,154900,21,0,1,0,0,1,0,0,0,0,0,0,0,-0.8660254037844388,-0.4999999999999997
279,189,450000,23,165,427200,20,0,1,0,0,0,1,0,0,0,0,0,0,-1.8369701987210297e-16,-1.0
280,158,400,27,129,400,25,1,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0
281,123,8100,10,58,8500,9,1,0,0,0,0,0,0,1,0,0,0,0,-0.4999999999999998,0.8660254037844387
282,181,10500,12,233,9900,11,1,0,0,0,0,0,0,0,1,0,0,0,-1.0,1.2246467991473532e-16
283,154,2800,7,117,12700,6,1,0,0,0,0,0,0,0,0,1,0,0,-0.8660254037844388,-0.4999999999999997
284,153,51000,8,60,41200,7,1,0,0,0,0,0,0,0,0,0,1,0,0.8660254037844384,-0.5000000000000004
285,172,1400,32,113,1400,32,1,0,0,0,0,0,0,0,0,0,0,1,0.8660254037844387,0.49999999999999994
286,21,100000,14,13,98600,14,0,1,1,0,0,0,0,0,0,0,0,0,1.0,0.0
287,94,200000,7,51,192600,6,0,1,0,1,0,0,0,0,0,0,0,0,-0.8660254037844387,0.49999999999999994
288,128,300000,17,218,323600,15,0,1,0,0,1,0,0,0,0,0,0,0,-1.0,1.2246467991473532e-16
289,91,900000,32,32,887100,30,0,1,0,0,0,1,0,0,0,0,0,0,-0.8660254037844388,-0.4999999999999997
290,8,700,4,8,700,3,1,0,0,0,0,0,1,0,0,0,0,0,0.5000000000000001,0.8660254037844386
291,122,16100,32,56,15600,31,1,0,0,0,0,0,0,1,0,0,0,0,-0.8660254037844387,0.49999999999999994
292,132,21000,22,124,21200,19,1,0,0,0,0,0,0,0,1,0,0,0,-0.8660254037844388,-0.4999999999999997
293,104,5600,29,73,16300,26,1,0,0,0,0,0,0,0,0,1,0,0,0.8660254037844384,-0.5000000000000004
294,110,103000,8,77,51500,8,1,0,0,0,0,0,0,0,0,0,1,0,0.8660254037844387,0.49999999999999994
295,69,2800,30,97,2700,26,1,0,0,0,0,0,0,0,0,0,0,1,-0.4999999999999998,0.8660254037844387
296,31,400,14,45,500,13,1,0,0,0,0,0,1,0,0,0,0,0,0.5000000000000001,0.8660254037844386
297,196,8100,26,120,10500,25,1,0,0,0,0,0,0,1,0,0,0,0,-0.5000000000000004,-0.8660254037844384
298,145,10500,17,138,13600,15,1,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0
299,44,2800,8,25,13900,7,1,0,0,0,0,0,0,0,0,1,0,0,-0.4999999999999998,0.8660254037844387
300,61,53000,14,71,46800,14,1,0,0,0,0,0,0,0,0,0,1,0,-1.8369701987210297e-16,-1.0
301,78,1400,30,55,1900,29,1,0,0,0,0,0,0,0,0,0,0,1,0.8660254037844387,0.49999999999999994
302,186,50000,21,163,49300,21,0,1,1,0,0,0,0,0,0,0,0,0,-0.4999999999999998,0.8660254037844387
303,185,100000,27,179,100700,27,0,1,0,1,0,0,0,0,0,0,0,0,-0.8660254037844387,0.49999999999999994
304,72,150000,17,168,144800,17,0,1,0,0,1,0,0,0,0,0,0,0,-0.8660254037844387,0.49999999999999994
305,191,450000,4,140,411700,4,0,1,0,0,0,1,0,0,0,0,0,0,0.8660254037844384,-0.5000000000000004
306,194,50000,9,93,60100,9,0,1,1,0,0,0,0,0,0,0,0,0,-0.4999999999999998,0.8660254037844387
307,183,100000,29,86,132400,26,0,1,0,1,0,0,0,0,0,0,0,0,-0.8660254037844388,-0.4999999999999997
308,166,150000,13,63,193700,11,0,1,0,0,1,0,0,0,0,0,0,0,0.5000000000000001,-0.8660254037844386
309,33,450000,22,18,586700,21,0,1,0,0,0,1,0,0,0,0,0,0,1.0,0.0
310,11,400,5,11,400,5,1,0,0,0,0,0,1,0,0,0,0,0,0.5000000000000001,0.8660254037844386
311,134,8100,23,129,8700,20,1,0,0,0,0,0,0,1,0,0,0,0,-1.0,1.2246467991473532e-16
312,188,10500,15,132,10600,14,1,0,0,0,0,0,0,0,1,0,0,0,-0.8660254037844388,-0.4999999999999997
313,99,2800,18,121,17100,17,1,0,0,0,0,0,0,0,0,1,0,0,0.8660254037844384,-0.5000000000000004
314,166,33000,20,102,24300,19,1,0,0,0,0,0,0,0,0,0,1,0,-0.8660254037844387,0.49999999999999994
315,189,1400,11,159,1600,11,1,0,0,0,0,0,0,0,0,0,0,1,-0.5000000000000004,-0.8660254037844384
316,49,50000,8,54,55100,7,0,1,1,0,0,0,0,0,0,0,0,0,6.123233995736766e-17,1.0
317,60,100000,20,70,103000,18,0,1,0,1,0,0,0,0,0,0,0,0,-0.8660254037844387,0.49999999999999994
318,151,150000,24,106,158700,23,0,1,0,0,1,0,0,0,0,0,0,0,0.5000000000000001,-0.8660254037844386
319,177,450000,12,145,449100,11,0,1,0,0,0,1,0,0,0,0,0,0,0.5000000000000001,0.8660254037844386
320,164,400,28,140,400,27,1,0,0,0,0,0,1,0,0,0,0,0,-0.4999999999999998,0.8660254037844387
321,101,8100,15,128,9500,9,1,0,0,0,0,0,0,1,0,0,0,0,-1.8369701987210297e-16,-1.0
322,38,10500,21,27,11900,21,1,0,0,0,0,0,0,0,1,0,0,0,0.8660254037844387,0.49999999999999994
323,26,2800,15,39,21700,9,1,0,0,0,0,0,0,0,0,1,0,0,0.5000000000000001,0.8660254037844386
324,31,37000,8,58,22500,8,1,0,0,0,0,0,0,0,0,0,1,0,6.123233995736766e-17,1.0
325,99,1400,11,129,1700,11,1,0,0,0,0,0,0,0,0,0,0,1,-1.8369701987210297e-16,-1.0
326,129,100000,12,108,113800,11,0,1,1,0,0,0,0,0,0,0,0,0,0.8660254037844387,0.49999999999999994
327,138,200000,6,56,228100,5,0,1,0,1,0,0,0,0,0,0,0,0,-0.4999999999999998,0.8660254037844387
328,31,300000,7,15,347500,6,0,1,0,0,1,0,0,0,0,0,0,0,-1.0,1.2246467991473532e-16
329,76,900000,28,133,989000,24,0,1,0,0,0,1,0,0,0,0,0,0,0.8660254037844384,-0.5000000000000004
330,127,700,14,109,800,9,1,0,0,0,0,0,1,0,0,0,0,0,0.8660254037844387,0.49999999999999994
331,126,16100,30,156,18000,17,1,0,0,0,0,0,0,1,0,0,0,0,-0.4999999999999998,0.8660254037844387
332,184,21000,20,72,24300,14,1,0,0,0,0,0,0,0,1,0,0,0,-1.8369701987210297e-16,-1.0
333,123,5600,15,99,23400,9,1,0,0,0,0,0,0,0,0,1,0,0,1.0,0.0
334,122,66000,3,67,42500,2,1,0,0,0,0,0,0,0,0,0,1,0,0.8660254037844387,0.49999999999999994
335,172,2800,23,108,2900,15,1,0,0,0,0,0,0,0,0,0,0,1,-0.4999999999999998,0.8660254037844387
336,38,100000,31,16,122100,27,0,1,1,0,0,0,0,0,0,0,0,0,0.8660254037844387,0.49999999999999994
337,173,200000,19,148,226700,18,0,1,0,1,0,0,0,0,0,0,0,0,-1.0,1.2246467991473532e-16
338,21,300000,11,12,375700,10,0,1,0,0,1,0,0,0,0,0,0,0,0.8660254037844384,-0.5000000000000004
339,162,900000,9,172,1041700,9,0,1,0,0,0,1,0,0,0,0,0,0,6.123233995736766e-17,1.0
340,159,700,6,138,800,4,1,0,0,0,0,0,1,0,0,0,0,0,0.8660254037844387,0.49999999999999994
341,186,16100,15,133,19500,9,1,0,0,0,0,0,0,1,0,0,0,0,6.123233995736766e-17,1.0
342,198,21000,12,141,23000,7,1,0,0,0,0,0,0,0,1,0,0,0,-0.4999999999999998,0.8660254037844387
343,101,5600,32,131,25500,18,1,0,0,0,0,0,0,0,0,1,0,0,-0.5000000000000004,-0.8660254037844384
344,170,71000,13,70,24800,8,1,0,0,0,0,0,0,0,0,0,1,0,0.5000000000000001,0.8660254037844386
345,131,2800,4,83,3200,2,1,0,0,0,0,0,0,0,0,0,0,1,-0.4999999999999998,0.8660254037844387
346,41,400,8,43,400,8,1,0,0,0,0,0,1,0,0,0,0,0,0.5000000000000001,0.8660254037844386
347,188,8100,27,104,10200,26,1,0,0,0,0,0,0,1,0,0,0,0,-1.0,1.2246467991473532e-16
348,45,10500,10,60,12900,9,1,0,0,0,0,0,0,0,1,0,0,0,0.5000000000000001,-0.8660254037844386
349,159,2800,14,160,20000,13,1,0,0,0,0,0,0,0,0,1,0,0,1.0,0.0
350,104,51000,27,132,36500,26,1,0,0,0,0,0,0,0,0,0,1,0,-0.8660254037844387,0.49999999999999994
351,28,1400,11,37,1700,10,1,0,0,0,0,0,0,0,0,0,0,1,-1.8369701987210297e-16,-1.0
352,26,100000,4,36,106400,4,0,1,1,0,0,0,0,0,0,0,0,0,6.123233995736766e-17,1.0
353,76,200000,20,50,223800,18,0,1,0,1,0,0,0,0,0,0,0,0,-0.8660254037844387,0.49999999999999994
354,94,300000,17,54,326700,17,0,1,0,0,1,0,0,0,0,0,0,0,0.5000000000000001,-0.8660254037844386
355,86,900000,23,49,919400,22,0,1,0,0,0,1,0,0,0,0,0,0,1.0,0.0
356,25,100000,27,30,97200,23,0,1,1,0,0,0,0,0,0,0,0,0,0.5000000000000001,0.8660254037844386
357,195,200000,17,96,197200,16,0,1,0,1,0,0,0,0,0,0,0,0,6.123233995736766e-17,1.0
358,54,300000,11,77,324900,10,0,1,0,0,1,0,0,0,0,0,0,0,-1.0,1.2246467991473532e-16
359,79,900000,26,122,980800,26,0,1,0,0,0,1,0,0,0,0,0,0,-0.5000000000000004,-0.8660254037844384
360,113,700,13,138,900,8,1,0,0,0,0,0,1,0,0,0,0,0,-0.4999999999999998,0.8660254037844387
361,48,16100,19,50,19300,11,1,0,0,0,0,0,0,1,0,0,0,0,-1.8369701987210297e-16,-1.0
362,1,21000,1,5,24400,1,1,0,0,0,0,0,0,0,1,0,0,0,0.8660254037844384,-0.5000000000000004
363,53,5600,30,63,18500,17,1,0,0,0,0,0,0,0,0,1,0,0,-0.4999999999999998,0.8660254037844387
364,168,123000,27,125,51600,17,1,0,0,0,0,0,0,0,0,0,1,0,-1.8369701987210297e-16,-1.0
365,185,2800,31,121,3400,21,1,0,0,0,0,0,0,0,0,0,0,1,-1.8369701987210297e-16,-1.0
366,151,100000,6,57,130500,6,0,1,1,0,0,0,0,0,0,0,0,0,6.123233995736766e-17,1.0
367,16,200000,26,7,253400,25,0,1,0,1,0,0,0,0,0,0,0,0,-0.8660254037844387,0.49999999999999994
368,67,300000,3,135,339700,3,0,1,0,0,1,0,0,0,0,0,0,0,-0.5000000000000004,-0.8660254037844384
369,14,900000,21,14,1173900,18,0,1,0,0,0,1,0,0,0,0,0,0,1.0,0.0
370,63,700,19,65,700,13,1,0,0,0,0,0,1,0,0,0,0,0,6.123233995736766e-17,1.0
371,174,16100,31,163,16400,18,1,0,0,0,0,0,0,1,0,0,0,0,-0.8660254037844387,0.49999999999999994
372,20,21000,29,13,21800,19,1,0,0,0,0,0,0,0,1,0,0,0,-1.0,1.2246467991473532e-16
373,102,5600,5,102,23300,3,1,0,0,0,0,0,0,0,0,1,0,0,0.5000000000000001,-0.8660254037844386
374,58,66000,23,37,41900,14,1,0,0,0,0,0,0,0,0,0,1,0,0.8660254037844387,0.49999999999999994
375,194,2800,28,104,2700,16,1,0,0,0,0,0,0,0,0,0,0,1,6.123233995736766e-17,1.0
376,30,33300,6,25,42700,6,0,1,1,0,0,0,0,0,0,0,0,0,0.8660254037844387,0.49999999999999994
377,101,66700,7,115,92000,6,0,1,0,1,0,0,0,0,0,0,0,0,-0.4999999999999998,0.8660254037844387
378,152,100000,7,100,132700,6,0,1,0,0,1,0,0,0,0,0,0,0,-0.5000000000000004,-0.8660254037844384
379,21,300000,6,32,399500,6,0,1,0,0,0,1,0,0,0,0,0,0,-0.5000000000000004,-0.8660254037844384
380,41,200,20,43,300,12,1,0,0,0,0,0,1,0,0,0,0,0,0.5000000000000001,0.8660254037844386
381,124,5400,18,100,5200,12,1,0,0,0,0,0,0,1,0,0,0,0,-1.0,1.2246467991473532e-16
382,185,7000,21,140,7500,14,1,0,0,0,0,0,0,0,1,0,0,0,-1.0,1.2246467991473532e-16
383,112,1900,29,121,18600,17,1,0,0,0,0,0,0,0,0,1,0,0,-0.5000000000000004,-0.8660254037844384
384,81,62000,22,76,20300,13,1,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0
385,174,900,7,110,1000,4,1,0,0,0,0,0,0,0,0,0,0,1,-0.8660254037844387,0.49999999999999994
386,142,33300,27,198,36200,26,0,1,1,0,0,0,0,0,0,0,0,0,6.123233995736766e-17,1.0
387,91,66700,18,121,71800,17,0,1,0,1,0,0,0,0,0,0,0,0,-0.4999999999999998,0.8660254037844387
388,175,100000,20,90,104900,19,0,1,0,0,1,0,0,0,0,0,0,0,-0.5000000000000004,-0.8660254037844384
389,54,300000,15,54,329500,15,0,1,0,0,0,1,0,0,0,0,0,0,0.8660254037844384,-0.5000000000000004
390,11,50000,3,25,52600,3,0,1,1,0,0,0,0,0,0,0,0,0,1.0,0.0
391,167,100000,21,157,95500,19,0,1,0,1,0,0,0,0,0,0,0,0,0.8660254037844387,0.49999999999999994
392,197,150000,22,62,146200,22,0,1,0,0,1,0,0,0,0,0,0,0,0.5000000000000001,0.8660254037844386
393,60,450000,13,52,465500,13,0,1,0,0,0,1,0,0,0,0,0,0,-0.4999999999999998,0.8660254037844387
394,187,400,21,82,400,14,1,0,0,0,0,0,1,0,0,0,0,0,0.5000000000000001,0.8660254037844386
395,76,8100,4,96,9200,3,1,0,0,0,0,0,0,1,0,0,0,0,-0.8660254037844387,0.49999999999999994
396,31,10500,27,11,12700,18,1,0,0,0,0,0,0,0,1,0,0,0,-1.8369701987210297e-16,-1.0
397,123,2800,29,146,22100,18,1,0,0,0,0,0,0,0,0,1,0,0,0.8660254037844387,0.49999999999999994
398,109,70000,25,135,41100,16,1,0,0,0,0,0,0,0,0,0,1,0,-1.0,1.2246467991473532e-16
399,197,1400,26,172,1600,15,1,0,0,0,0,0,0,0,0,0,0,1,0.5000000000000001,-0.8660254037844386
400,2,200,3,8,300,3,1,0,0,0,0,0,1,0,0,0,0,0,0.5000000000000001,0.8660254037844386
401,17,5400,4,17,6300,4,1,0,0,0,0,0,0,1,0,0,0,0,-0.8660254037844387,0.49999999999999994
402,52,7000,9,75,7400,9,1,0,0,0,0,0,0,0,1,0,0,0,0.5000000000000001,-0.8660254037844386
403,60,1900,21,55,13500,20,1,0,0,0,0,0,0,0,0,1,0,0,0.5000000000000001,0.8660254037844386
404,182,44000,29,151,33300,27,1,0,0,0,0,0,0,0,0,0,1,0,-0.8660254037844388,-0.4999999999999997
405,96,900,26,131,1000,22,1,0,0,0,0,0,0,0,0,0,0,1,-0.5000000000000004,-0.8660254037844384
406,139,33300,13,154,42200,12,0,1,1,0,0,0,0,0,0,0,0,0,6.123233995736766e-17,1.0
407,193,66700,10,98,90400,9,0,1,0,1,0,0,0,0,0,0,0,0,-0.5000000000000004,-0.8660254037844384
408,56,100000,28,51,126700,26,0,1,0,0,1,0,0,0,0,0,0,0,0.5000000000000001,-0.8660254037844386
409,149,300000,28,56,366700,25,0,1,0,0,0,1,0,0,0,0,0,0,1.0,0.0
410,89,33300,8,64,31000,8,0,1,1,0,0,0,0,0,0,0,0,0,6.123233995736766e-17,1.0
411,178,66700,15,65,61900,13,0,1,0,1,0,0,0,0,0,0,0,0,-0.8660254037844387,0.49999999999999994
412,34,100000,13,41,88400,13,0,1,0,0,1,0,0,0,0,0,0,0,-0.8660254037844388,-0.4999999999999997
413,119,300000,29,100,268500,28,0,1,0,0,0,1,0,0,0,0,0,0,-0.5000000000000004,-0.8660254037844384
414,95,33300,26,132,30400,25,0,1,1,0,0,0,0,0,0,0,0,0,0.8660254037844387,0.49999999999999994
415,17,66700,29,16,58400,28,0,1,0,1,0,0,0,0,0,0,0,0,-0.8660254037844387,0.49999999999999994
416,46,100000,24,31,99600,22,0,1,0,0,1,0,0,0,0,0,0,0,0.5000000000000001,-0.8660254037844386
417,13,300000,4,15,282200,4,0,1,0,0,0,1,0,0,0,0,0,0,6.123233995736766e-17,1.0
418,20,33300,11,30,36400,10,0,1,1,0,0,0,0,0,0,0,0,0,0.8660254037844387,0.49999999999999994
419,188,66700,11,199,73900,9,0,1,0,1,0,0,0,0,0,0,0,0,0.5000000000000001,0.8660254037844386
420,102,100000,7,63,118900,6,0,1,0,0,1,0,0,0,0,0,0,0,0.5000000000000001,0.8660254037844386
421,105,300000,6,73,325600,5,0,1,0,0,0,1,0,0,0,0,0,0,-0.4999999999999998,0.8660254037844387
422,166,33300,22,164,33500,22,0,1,1,0,0,0,0,0,0,0,0,0,1.0,0.0
423,159,66700,25,171,65000,22,0,1,0,1,0,0,0,0,0,0,0,0,1.0,0.0
424,26,100000,32,41,103700,28,0,1,0,0,1,0,0,0,0,0,0,0,-1.0,1.2246467991473532e-16
425,110,300000,14,71,289300,13,0,1,0,0,0,1,0,0,0,0,0,0,-0.5000000000000004,-0.8660254037844384
426,54,33300,32,40,32300,29,0,1,1,0,0,0,0,0,0,0,0,0,1.0,0.0
427,152,66700,25,180,62100,22,0,1,0,1,0,0,0,0,0,0,0,0,0.5000000000000001,0.8660254037844386
428,90,100000,28,87,83300,27,0,1,0,0,1,0,0,0,0,0,0,0,-0.5000000000000004,-0.8660254037844384
429,49,300000,9,40,276000,9,0,1,0,0,0,1,0,0,0,0,0,0,0.8660254037844384,-0.5000000000000004
430,91,50000,26,124,65800,26,0,1,1,0,0,0,0,0,0,0,0,0,0.5000000000000001,0.8660254037844386
431,77,100000,18,34,122500,16,0,1,0,1,0,0,0,0,0,0,0,0,0.5000000000000001,0.8660254037844386
432,169,150000,21,178,188500,18,0,1,0,0,1,0,0,0,0,0,0,0,6.123233995736766e-17,1.0
433,61,450000,8,127,556700,8,0,1,0,0,0,1,0,0,0,0,0,0,-1.8369701987210297e-16,-1.0
434,117,50000,8,56,49600,8,0,1,1,0,0,0,0,0,0,0,0,0,0.8660254037844387,0.49999999999999994
435,126,100000,6,102,103900,5,0,1,0,1,0,0,0,0,0,0,0,0,6.123233995736766e-17,1.0
436,71,150000,10,166,154000,10,0,1,0,0,1,0,0,0,0,0,0,0,6.123233995736766e-17,1.0
437,113,450000,23,116,444200,22,0,1,0,0,0,1,0,0,0,0,0,0,-1.8369701987210297e-16,-1.0
438,109,100000,12,38,112800,11,0,1,1,0,0,0,0,0,0,0,0,0,-0.4999999999999998,0.8660254037844387
439,153,200000,23,128,229100,20,0,1,0,1,0,0,0,0,0,0,0,0,-1.0,1.2246467991473532e-16
440,165,300000,15,132,318200,14,0,1,0,0,1,0,0,0,0,0,0,0,-1.0,1.2246467991473532e-16
441,181,900000,24,99,945400,23,0,1,0,0,0,1,0,0,0,0,0,0,0.5000000000000001,-0.8660254037844386
442,121,700,23,67,700,22,1,0,0,0,0,0,1,0,0,0,0,0,0.5000000000000001,0.8660254037844386
443,16,16100,30,25,18200,29,1,0,0,0,0,0,0,1,0,0,0,0,-0.4999999999999998,0.8660254037844387
444,110,21000,29,144,22000,25,1,0,0,0,0,0,0,0,1,0,0,0,-0.8660254037844387,0.49999999999999994
445,132,5600,10,130,17600,10,1,0,0,0,0,0,0,0,0,1,0,0,0.8660254037844384,-0.5000000000000004
446,83,45000,7,110,45300,7,1,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0
447,46,2800,6,53,3100,5,1,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0
448,31,50000,20,17,65100,20,0,1,1,0,0,0,0,0,0,0,0,0,6.123233995736766e-17,1.0
449,13,100000,20,25,128300,19,0,1,0,1,0,0,0,0,0,0,0,0,-0.5000000000000004,-0.8660254037844384
450,63,150000,32,147,180000,29,0,1,0,0,1,0,0,0,0,0,0,0,0.5000000000000001,-0.8660254037844386
451,44,450000,23,105,579700,23,0,1,0,0,0,1,0,0,0,0,0,0,6.123233995736766e-17,1.0
452,125,50000,8,125,64600,7,0,1,1,0,0,0,0,0,0,0,0,0,1.0,0.0
453,117,100000,23,84,121900,22,0,1,0,1,0,0,0,0,0,0,0,0,0.8660254037844387,0.49999999999999994
454,54,150000,24,99,172800,24,0,1,0,0,1,0,0,0,0,0,0,0,-0.4999999999999998,0.8660254037844387
455,120,450000,30,121,545500,26,0,1,0,0,0,1,0,0,0,0,0,0,-0.8660254037844388,-0.4999999999999997
456,175,50000,5,139,52100,4,0,1,1,0,0,0,0,0,0,0,0,0,0.5000000000000001,0.8660254037844386
457,149,100000,3,125,109800,3,0,1,0,1,0,0,0,0,0,0,0,0,6.123233995736766e-17,1.0
458,198,150000,7,154,168300,6,0,1,0,0,1,0,0,0,0,0,0,0,-0.8660254037844388,-0.4999999999999997
459,109,450000,27,123,467000,27,0,1,0,0,0,1,0,0,0,0,0,0,-1.8369701987210297e-16,-1.0
460,196,50000,10,196,59600,10,0,1,1,0,0,0,0,0,0,0,0,0,1.0,0.0
461,15,100000,17,7,120700,16,0,1,0,1,0,0,0,0,0,0,0,0,1.0,0.0
462,197,150000,26,176,198700,25,0,1,0,0,1,0,0,0,0,0,0,0,6.123233995736766e-17,1.0
463,61,450000,23,64,531300,23,0,1,0,0,0,1,0,0,0,0,0,0,-1.8369701987210297e-16,-1.0
464,64,400,24,83,400,22,1,0,0,0,0,0,1,0,0,0,0,0,6.123233995736766e-17,1.0
465,32,8100,14,16,16000,14,1,0,0,0,0,0,0,1,0,0,0,0,-1.0,1.2246467991473532e-16
466,130,10500,11,54,13500,9,1,0,0,0,0,0,0,0,1,0,0,0,-1.0,1.2246467991473532e-16
467,102,2800,31,76,15400,27,1,0,0,0,0,0,0,0,0,1,0,0,-0.5000000000000004,-0.8660254037844384
468,134,53000,22,147,30700,19,1,0,0,0,0,0,0,0,0,0,1,0,-1.8369701987210297e-16,-1.0
469,34,1400,5,55,1600,5,1,0,0,0,0,0,0,0,0,0,0,1,-1.8369701987210297e-16,-1.0
470,115,400,18,132,400,16,1,0,0,0,0,0,1,0,0,0,0,0,-0.4999999999999998,0.8660254037844387
471,190,8100,16,135,11900,14,1,0,0,0,0,0,0,1,0,0,0,0,-0.8660254037844387,0.49999999999999994
472,92,10500,21,157,9200,19,1,0,0,0,0,0,0,0,1,0,0,0,-1.0,1.2246467991473532e-16
473,123,2800,5,150,20200,4,1,0,0,0,0,0,0,0,0,1,0,0,0.8660254037844384,-0.5000000000000004
474,54,68000,17,19,21800,15,1,0,0,0,0,0,0,0,0,0,1,0,-0.4999999999999998,0.8660254037844387
475,32,1400,18,22,1300,18,1,0,0,0,0,0,0,0,0,0,0,1,-0.4999999999999998,0.8660254037844387
476,197,700,14,81,800,14,1,0,0,0,0,0,1,0,0,0,0,0,-0.4999999999999998,0.8660254037844387
477,193,16100,28,134,19100,27,1,0,0,0,0,0,0,1,0,0,0,0,-0.8660254037844388,-0.4999999999999997
478,58,21000,4,58,22200,4,1,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0
479,91,5600,16,80,22200,15,1,0,0,0,0,0,0,0,0,1,0,0,-0.8660254037844387,0.49999999999999994
480,27,79000,25,17,50400,22,1,0,0,0,0,0,0,0,0,0,1,0,-0.8660254037844388,-0.4999999999999997
481,187,2800,31,110,3400,31,1,0,0,0,0,0,0,0,0,0,0,1,0.8660254037844387,0.49999999999999994
